,nama,alamat,kecamatan,type,Jumlah Penduduk,Luas Wilayah,Kepadatan Jiwa,rating
213,SAVE MY MONDAY,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
214,DEUS EX MACHINA,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
215,MOMS TO BE,JL. SOKA NO. 12,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
216,CARVIENO,JL. SOKA NO. 22-24,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
217,SPEEDTUNER INDONESIA,JL. JENDEAL AHMAD YANI NO. 231,Batununggal,tourism_shopping,121469.0,4.82,25201.04,
218,JAYAGIRI OUTDOORS VANGUARD,JL. TERUSAN BUAH BATU NO. 255,Bandung Kidul,tourism_shopping,61419.0,5.42,11331.92,
219,RUBYLICIOUS BANDUNG,JL. KEMUNING NO. 2,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
220,RUBYLICIOUS WAREHOUSE,JL. PROF DR. SUTAMI NO. 52A,Sukajadi,tourism_shopping,103066.0,5.28,19520.08,
221,SVGGEST BAGS & GOODS,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
222,POISON STOCKROOM,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
223,RUMAH BATIK KOMAR,JL. SUMBAWA NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
224,BATIK DANAR HADI,JL. L. L. R. E. MARTADINATA NO. 60,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
225,MANONJAYA BATIK,JL. SUMATERA NO. 17,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
226,JAKCLOTH STORE BANDUNG,JL. TERUSAN JAKARTA NO.109B,Antapani,tourism_shopping,80530.0,4.22,19082.94,
227,CALLA THE LABEL,JL. BENGAWAN NO. 45,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
228,OUR BANDUNG STYLE,JL. DIPATI UKUR NO. 72,Coblong,tourism_shopping,115273.0,7.31,15769.22,
229,OCLO.OFFICIAL,JL. CARINGIN NO. 235,Babakan Ciparay,tourism_shopping,143651.0,7.07,20318.39,
230,COSMIC CLOTHING,JL. TRUNOJOYO NO. 4,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
231,URBAN CLOTH,JL. L. L. R. E. MARTADINATA NO. 57,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
232,AREI OUTDOOR GEAR CIHAMPELAS,JL. CIHAMPELAS NO. 19,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
233,RASHAWL,JL. MANGGA NO. 36B,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
234,MAIMA INDONESIA,JL. RANGGAMALELA NO. 8,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
235,MAIMA INDONESIA TUBAGUS ISMAIL,JL. TUBAGUS ISMAIL VIII NO. 27,Coblong,tourism_shopping,115273.0,7.31,15769.22,
236,LTHRKRFT,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
237,LOZY HIJAB,JL. AMBON NO. 15,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
238,HI JACK SANDALS,JL. DAHLIA NO. 1A,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
239,ARENA EXPERIENCE,JL. AMBON NO. 9,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
240,SKATERS CIHAMPELAS,JL. CIHAMPELAS NO. 155,Coblong,tourism_shopping,115273.0,7.31,15769.22,
241,CARDINAL,JL. CIHAMPELAS NO. 153,Coblong,tourism_shopping,115273.0,7.31,15769.22,
242,RUSS & CO.STORE,JL. SULTAN AGUNG NO. 27,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
243,PHILIP WORKS,JL. BAHUREKSA NO. 1,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
244,KZL KRIZLIBERATION,JL. MAULANA YUSUF NO. 2,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
245,NA KAMOE BY NA POCUT MOSLEM STORE,JL. SULTAN TIRTAYASA NO. 16,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
246,SILMA ID,JL. CIKUTRA NO. 181,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
247,APPAREL STORE,JL. SULTAN AGUNG NO. 5,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
248,BEGAN CLOTHING,JL. TRUNOJOYO NO. 25,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
249,NOSTRADE ID,JL. SURAPATI NO. 32,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
250,LINOLEUM SHOP,JL. SARIASIH BLOK 3 NO. 21,Sukajadi,tourism_shopping,103066.0,5.28,19520.08,
251,FEMME OUTFIT,JL. GAMBIR ANOM BUNTU BAWAH 1,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
252,RAWTYPE RIOT,JL. RERENG ADUMANIS NO. 3,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
253,CLO HIJAB BOUTIQUE,JL. RERENG ADUMANIS NO. 6B,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
254,THIRTEEN SPORTS APPAREL,JL. MANTERON NO. 45,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
255,JAMES BOOGIE,JL. GAMBIR SAKETI NO. 44,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
256,ESGOTADO,JL. SIDOMUKTI NO.T-5,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
257,FASSYSTOR HQ,JL. CIGADUNG RAYA TIMUR NO. 64,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
258,MINIMAX APPAREL,JL. BOJONG INDAH NO. 81,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
259,MAGGOT CLOTHING,JL. SAUYUNAN RAYA NO. 21,Bojongloa Kidul,tourism_shopping,87988.0,5.2,16920.77,
260,WELLDONE STORE,JL. CIBLUK NO. 4,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
261,MERCH CONS,JATISARI KEC BUAH BATU,Buahbatu,tourism_shopping,104434.0,7.46,13999.2,
262,CLOVER CLOTHING,JL. MELONG ASIH NO. 52,Bandung Kulon,tourism_shopping,136622.0,6.95,19657.84,
263,EPIDEMIC,JL. DEWI SARTIKA NO. 27,Regol,tourism_shopping,80609.0,4.74,17006.12,
264,CITITEX KARAPITAN BANDUNG,JL. KARAPITAN NO. 137B,Lengkong,tourism_shopping,71000.0,5.91,12013.54,
265,HAJJAS FASHION,JL. TAMAN PRAMUKA NO. 181,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
266,KIDDROCK CLOTHING CO.,JL. LENGKONG BESAR NO. 97,Lengkong,tourism_shopping,71000.0,5.91,12013.54,
267,3SECOND STORE BUAH BATU,JL. BUAH BATU,Lengkong,tourism_shopping,71000.0,5.91,12013.54,
268,DAUKY,JL. SUKARAJA BLOK CRA NO. 44,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
269,CENTRAL JACKET,JL. RAJAWALI TIMUR NO. 1,Andir,tourism_shopping,99119.0,4.22,23487.91,
270,ORGOGLIO STORE,PERBATASAN JL PALEDANG - MALEBER NO. 166,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
271,RANGKAS,JL. SUNDA,Lengkong,tourism_shopping,71000.0,5.91,12013.54,
272,MUSCA INDONESIA,KOMPLEK TULIP PERMAI BLOK 2 NO. 16,Batununggal,tourism_shopping,121469.0,4.82,25201.04,
273,JAWARA BUIAO STORE,GG KEBONGPISANG,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
274,MI-YO,JL. SOKA NO. 01,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
275,BANDUNG APPARELS,JL.JEND. SUDIRMAN NO. 695,Andir,tourism_shopping,99119.0,4.22,23487.91,
276,FLICKL CLOTHING,MARGAHAYU UTARA,Babakan Ciparay,tourism_shopping,143651.0,7.07,20318.39,
277,SAGE BANDUNG,MERDEKA,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
278,MILOSMILES MINISTORE,JL. SULANJANA NO. 11,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
279,MAGMA APPAREL,JL. GAMELAN NO. 10,Lengkong,tourism_shopping,71000.0,5.91,12013.54,
280,STORE OWNERS WORLDWIDE,JL. PUDAK NO. 11,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
281,TOKO SUNDA OKEY,JL. JEND. AHMAD YANI NO. 77,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
282,BROMEDISTRICT STORE,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
283,3/4 7 N,JL. TRUNOJOYO NO. 4,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
284,FLO DISTRO,JL. TRUNOJOYO NO. 6,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
285,BEUTIK COMPANY,JL. JAWA NO.4,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
286,DSVN SHOP,BLOK O JL. TAMAN KOPO INDAH I NO. 27,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
287,LIFE CLOTHING,RUKO LINGGAHARA D-13 JL. SADANG,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
288,DNA CLOTHING STORE,JL. KUBANG UTARA 2 NO. 6D,Coblong,tourism_shopping,115273.0,7.31,15769.22,
289,SHUDAMI,JL. VIJAYAKUSUMA II NO. 19,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
290,INFLAME REBORN OFFLINE STORE,JL. LENGKONG BESAR NO. 81B,Lengkong,tourism_shopping,71000.0,5.91,12013.54,
291,MYPRIDE FS&CO. HQ,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
292,JON-GEN STORE,JL. JEND. AHMAD YANI NO. 247,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
293,P-CLOTHES STORE BANDUNG,JL. KAWALUYAAN INDAH I NO. 37,Buahbatu,tourism_shopping,104434.0,7.46,13999.2,
294,CLASSICONESIA,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
295,BADHABIT HQ,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
296,REVATI INDONESIA,JL. GUDANG SELATAN NO. 88,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
297,PORTEE GOODS,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
298,PICK AND CHOOSE HQ,JL. GUDANG SELATAN NO. 22B,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
299,PANTJA BUANA KARYA ANAK NAGARI,JL. BABAKAN IRIGASELATAN NO. 19,Bojongloa Kaler,tourism_shopping,124323.0,3.12,39847.12,
300,ATTITUDE ORIGINAL OFFICE,JL. CIGURIANG NO. 17,Regol,tourism_shopping,80609.0,4.74,17006.12,
301,ST KNITS,JL. SOKA NO. 24,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
302,GRIMLOC STORE,JL. KARTINI NO. 21,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
303,REDEL OUTFIT,JL. GEGERKALONG TONGGOH I NO. 20,Sukajadi,tourism_shopping,103066.0,5.28,19520.08,
304,RIDERS AND RULES,JL. BENGAWAN NO. 45,Bandung Wetan,tourism_shopping,28848.0,3.44,8386.05,
305,KAULA INDONESIA,JL. GUDANG SELATAN NO. 22,Sumur Bandung,tourism_shopping,38323.0,3.49,10980.8,
306,GALERI IVA,JL. DEDERUK NO. 6,Coblong,tourism_shopping,115273.0,7.31,15769.22,
307,TORCH SHOWROOM,JL. LASWI NO. 1M,Batununggal,tourism_shopping,121469.0,4.82,25201.04,
308,AND-ALIVE APPAREL,KOMPLEKS BOUGENVILLE BLOK A 14 JL. PURWAKARTA,Antapani,tourism_shopping,80530.0,4.22,19082.94,
309,TRIPLE A TECHNICAL APPAREL,JL. KADIPATEN 4 NO. 7,Antapani,tourism_shopping,80530.0,4.22,19082.94,
310,HAMMERSTOUT FLAGSHIP STORE,JL. SARI INDAH RAYA NO. 19,Kiaracondong,tourism_shopping,131413.0,5.8,22657.41,
311,PRIDE N JOY,JL. JENDERAL AHMAD YANI NO. 821,Cibeunying Kidul,tourism_shopping,113535.0,4.14,27423.91,
312,ALLVANE SPORTS APPAREL,JL. SULAKSANA BARU I NO. 7,Cibeunying Kidul,tourism_shopping,113535.0,4.14,27423.91,
313,HEFABI APPAREL STORE AND BLACKHAWK PANTS SHOP,JL. SUKAPURA NO. 12,Kiaracondong,tourism_shopping,131413.0,5.8,22657.41,
314,JAVA JONES APPAREL,JL. IR. H. JUANDA NO. 364,Coblong,tourism_shopping,115273.0,7.31,15769.22,
315,WEHAVEFAN CYCLING APPAREL,JL. CIGADUNG SELATAN NO. 80B,Cibeunying Kaler,tourism_shopping,70662.0,4.64,15228.88,
316,KABOA APPAREL,JL. IMAM BONJOL NO. 48,Coblong,tourism_shopping,115273.0,7.31,15769.22,
317,FREE N STYLE,JL. DIPATIUKUR NO. 57,Coblong,tourism_shopping,115273.0,7.31,15769.22,
318,BLACKSHOES,JL. DIPATIUKUR NO. 66,Coblong,tourism_shopping,115273.0,7.31,15769.22,
319,WHITE SHER,JL. DIAPTIUKUR NO. 68D,Coblong,tourism_shopping,115273.0,7.31,15769.22,
320,F.A.U.S.T.,JL. DIPATIUKUR NO. 49B,Coblong,tourism_shopping,115273.0,7.31,15769.22,
321,YOUTHLAND,JL. DIPATIUKUR NO. 68,Coblong,tourism_shopping,115273.0,7.31,15769.22,
322,DUSKYSTORE,JL. DIAPTIUKUR NO. 72,Coblong,tourism_shopping,115273.0,7.31,15769.22,
323,HOLLAND BAKERY UJUNGBERUNG,JL. A.H. NASUTION NO.63,Kecamatan Ujung Berung,restaurant,,,,
324,TRADITIONAL DELICIOUS AND HEALTHY FOOD,SUKAGALIH ROAD 200A,Kecamatan Ujung Berung,restaurant,,,,
325,SAMBALADO TASTE(DELIVERY MAKANAN HOT(,3PR2+3XX,Ujung Berung,restaurant,,,,
326,EMADO'S SHAWARMA UJUNGBERUNG,JL. A.H. NASUTION NO.111,Kecamatan Ujung Berung,restaurant,,,,
327,SWEET HEART II,LLRE MARTADINATA ST NO.140,Kecamatan Sumur Bandung,restaurant,,,,
328,BAWEAN SWEETHEART BAKERY & RESTO,JL. BAWEAN NO.4,Kecamatan Sumur Bandung,restaurant,,,,
329,PATALI COFFEE,JL. GANDAPURA NO.61,Kecamatan Sumur Bandung,restaurant,,,,
330,CAPTAIN'S SEAFOOD (KEPITING RASA JENDRAL HARGA CAPTAINS),JL. SOKA NO.15A,Kecamatan Sumur Bandung,restaurant,,,,
331,RESTORAN PARADISE,JL. GANDAPURA NO.71A,Kecamatan Sumur Bandung,restaurant,,,,
332,DAPUR MAMAH RINI,"JL. GUDANG UTARA NO.5/39, RT.001/RW.005",Kecamatan Sumur Bandung,restaurant,,,,
333,DIMSUM GARAGE_,"3JQ8+4FR, JL. BALI",Kecamatan Sumur Bandung,restaurant,,,,
334,KEDAI ASPOM,"3HX7+GPJ, BANDUNG, CAMPAKA, KEC. ANDIR, KOTA BANDUNG, JAWA
  BARAT 40184",Kecamatan Andir,restaurant,,,,
335,NATURAL TASTE,JL. SAPTA MARGA NO.72,Kecamatan Andir,restaurant,,,,
336,SOPYANWAHYU,"4H38+J9F, JL. BABAKAN CIANJUR",Kecamatan Andir,restaurant,,,,
337,WARUNG & CAFE IBU NN,4H28+J98,Andir,restaurant,99119.0,4.22,23487.91,
338,EAT ME PLEASE,JL. RAYA CIBEUREUM GG. RH. JEJENG NO.140,Kecamatan Andir,restaurant,,,,
339,RESTO BAHEULA,"CAMPAKA, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40175",Andir,restaurant,99119.0,4.22,23487.91,
340,PUSAT PANCAKE SEDERHANA DI BANDUNG,"3HV9+PVV, JL. BABAKAN CIBEUREUM",Kecamatan Andir,restaurant,,,,
341,TOKO PANCAKE COKLAT BANDUNG,JL. BABAKAN CIBEUREUM,Kecamatan Andir,restaurant,,,,
342,SOEDIRMAN COFFEE & EATERY BY HEJO,JL. JEND. SUDIRMAN NO.346,Kecamatan Andir,restaurant,,,,
343,ROYAL PHO PASKAL 23,"PASKAL HYPER SQUARE, RUKO, JL. PASIR KALIKI NO.18 & 20
  RUKO BLOK N",Kecamatan Andir,restaurant,,,,
344,BANDUNG COFFEE BEER,JL. CIROYOM BAR. NO.34,Kecamatan Andir,restaurant,,,,
345,TERAS HAFID CREW,JL. RAJAWALI TIMUR JL. TARUNA NO.04,Kecamatan Andir,restaurant,,,,
346,GRILLNESIA,"PASKAL HYPER SQUARE, RUKO A, JL. PASIR KALIKI NO.21",Kecamatan Andir,restaurant,,,,
347,GRILL GARDEN,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.23",Kecamatan Cicendo,restaurant,,,,
348,NASI BAKAR NANBU SOKO BY REYSALSA KITCHEN,JL. GUDANG SELATAN NO.87A,Kecamatan Sumur Bandung,restaurant,,,,
349,SATE - GULE - SOTO GUJES,JL. GUDANG SELATAN NO.87,Kecamatan Sumur Bandung,restaurant,,,,
350,"WAROENG SPESIAL SAMBAL ""SS"" BAWEAN",JL. BAWEAN NO.1,Kecamatan Sumur Bandung,restaurant,,,,
351,LANEO CAFE & EATERY BANDUNG,JL. JAWA NO.46/48,Kecamatan Sumur Bandung,restaurant,,,,
352,BASO SLOWI JL. GUDANG SELATAN,JL. GUDANG SELATAN NO.31,Kecamatan Sumur Bandung,restaurant,,,,
353,NASI GORENG KRISTIN CHINESE FOOD HALAL,JL. GUDANG SELATAN NO.98,Kecamatan Sumur Bandung,restaurant,,,,
354,WARUNG BAROKAH,JL. SUMBAWA NO.8,Kecamatan Sumur Bandung,restaurant,,,,
355,BASO TAHU & SIOMAY BAROKAH PAK ROJI,"3JP8+7XQ, JL. BALI",Kecamatan Sumur Bandung,restaurant,,,,
356,WARUNG NASI HIQMAH,JL. BALI NO.2,Kecamatan Sumur Bandung,restaurant,,,,
357,SOTO MIE BOGOR SADULUR LANANG,JL. GUDANG SELATAN NO.22,Kecamatan Sumur Bandung,restaurant,,,,
358,WARUNG MBAK YATI,JL. BANGKA,Kecamatan Sumur Bandung,restaurant,,,,
359,"SOTO KUDUS,GARANG ASEM,MANGUT BAROKAH",JL. GUDANG UTARA NO.1,Kecamatan Sumur Bandung,restaurant,,,,
360,SATE PADANG TUAH SAKATO (TAMAN MUSIK),JL. BELITUNG NO.10,Kecamatan Sumur Bandung,restaurant,,,,
361,RUMAH MAKAN SOTO BALI,JL. BALI NO.2,Kecamatan Sumur Bandung,restaurant,,,,
362,SATE MAS DADEUNG,JL. RAKATA NO.79,Kecamatan Sumur Bandung,restaurant,,,,
363,RUMAH MAKAN ANIQ,JL. JAWA NO.38,Kecamatan Sumur Bandung,restaurant,,,,
364,BRUULE BANDUNG,JL. PATRAKOMALA NO.31,Kecamatan Sumur Bandung,restaurant,,,,
365,TON KEDAI,"KOMPLEK RUKO SEGITIGA MAS JL. A. YANI.221-223 BLOK E-12 &
  E-13",Kecamatan Sumur Bandung,restaurant,,,,
366,KOREAN COMFORT FOOD,"3JMG+VC6, JL. GANDAPURA",Kecamatan Sumur Bandung,restaurant,,,,
367,NARENDANG,JL. KALIMANTAN NO.5,Kecamatan Sumur Bandung,restaurant,,,,
368,PUSAT KULINER,"3JMH+X5P, JL. KEMUNING",Kecamatan Sumur Bandung,restaurant,,,,
369,AREBEST CAFE&RESTO,JL. LOMBOK NO.10,Kecamatan Sumur Bandung,restaurant,,,,
370,TERAZ COZY,"3JQ8+3JC, JL. SUMBAWA",Kecamatan Sumur Bandung,restaurant,,,,
371,"BRUNCH CAFE, WAFFLES & COFFEE",JL. ANGGREK NO.34,Kecamatan Sumur Bandung,restaurant,,,,
372,NINETEN BURGER & BAR,JL. BANDA NO.3S,Kecamatan Sumur Bandung,restaurant,,,,
373,FARM TO TABLE,JL. CULAN NO.9,Kecamatan Sumur Bandung,restaurant,,,,
374,BIJAN RESTORAN NUSANTARA,JL. JAWA NO.54,Kecamatan Sumur Bandung,restaurant,,,,
375,PAGI SORE BANDUNG,JL. SUMATERA NO.31,Kecamatan Sumur Bandung,restaurant,,,,
376,NASI TIMBEL BAWEAN,JL. BAWEAN NO.3,Kecamatan Sumur Bandung,restaurant,,,,
377,BAWEAN RESTO,JL. GANDAPURA NO.43,Kecamatan Sumur Bandung,restaurant,,,,
378,KAMPUNG MUARA SUNDA BANDUNG,JL. SUMBAWA NO.10 - 12,Kecamatan Sumur Bandung,restaurant,,,,
379,POINT COFFEE,JL. JAWA NO.38MERDEKAKEC,Kecamatan Sumur Bandung,restaurant,,,,
380,KOPI MOYAN,JL. ANGGREK NO.30,Kecamatan Sumur Bandung,restaurant,,,,
381,HAFA WAREHOUSE,JL. GUDANG SELATAN NO.88,Kecamatan Sumur Bandung,restaurant,,,,
382,TOKO AKARASA,JL. ANGGREK NO.27,Kecamatan Sumur Bandung,restaurant,,,,
383,HAMPTON COFFEE & EATERY,JL. ACEH NO.64,Kecamatan Sumur Bandung,restaurant,,,,
384,VAPORID PEJUANG,JL. ACEH NO.66,Kecamatan Sumur Bandung,restaurant,,,,
385,KALUARGI JAWA,JL. JAWA NO.36A,Kecamatan Sumur Bandung,restaurant,,,,
386,KUNASI INDONESIA,JL. GANDAPURA NO.61,Kecamatan Sumur Bandung,restaurant,,,,
387,EATBOSS MANGGALA,JL. ACEH NO.66,Kecamatan Sumur Bandung,restaurant,,,,
388,KEDAIFAVORITE,"NO., JL. L. L. R.E. MARTADINATA NO.162",Kecamatan Sumur Bandung,restaurant,,,,
389,PIZZA HUT RESTAURANT,JL. GANDAPURA NO.126,Kecamatan Sumur Bandung,restaurant,,,,
390,HAKATA IKKOUSHA,LLRE MARTADINATA ST NO.172,Kecamatan Sumur Bandung,restaurant,,,,
391,AMITY COFFEE & SPACE,JL. GANDAPURA NO.55,Kecamatan Sumur Bandung,restaurant,,,,
392,STEAMBOAT AYUTTHAYA,JL. GUDANG SELATAN NO.45,Kecamatan Sumur Bandung,restaurant,,,,
393,RAMENS @GUDANG SELATAN,JL. GUDANG SELATAN NO.22,Kecamatan Sumur Bandung,restaurant,,,,
394,RESTORAN SEDERHANA RIAU,LLRE MARTADINATA ST NO.128,Kecamatan Sumur Bandung,restaurant,,,,
395,MAMAYU MIE BAKSO,"NO 60KB, JL. SUNDA",Kecamatan Sumur Bandung,restaurant,,,,
396,PRIMA RASA BAKERY PASTRY,JL. KEMUNING NO.20,Kecamatan Sumur Bandung,restaurant,,,,
397,FAT PHÓ • GANDAPURA,JL. GANDAPURA NO.75,Kecamatan Bandung Wetan,restaurant,,,,
398,AYAM BAKAR WONGSOLO BANDUNG,LLRE MARTADINATA ST NO.152,Kecamatan Sumur Bandung,restaurant,,,,
399,SONOMA CAFE|RESTO (SONOMA GOLD),JL. LOMBOK NO.29,Kecamatan Sumur Bandung,restaurant,,,,
400,JUSTUS STEAK HOUSE JAWA,JL. JAWA NO.50,Kecamatan Sumur Bandung,restaurant,,,,
401,STEAK HOTEL BY HOLYCOW! TKP BANDUNG,JL. ANGGREK NO.29,Kecamatan Sumur Bandung,restaurant,,,,
402,FUEGO ROASTHOUSE & NORGE PARLOR,JL. BANDA NO.4,Kecamatan Sumur Bandung,restaurant,,,,
403,TAMIKO BY TAMI YAKITORI,JL. ANGGREK NO.34,Kecamatan Sumur Bandung,restaurant,,,,
404,NICHI IZAKAYA & DEN KAISEKI,JL. SUMBAWA NO.12,Kecamatan Sumur Bandung,restaurant,,,,
405,ROOTS RESTO & LOUNGE,JL. GUDANG SELATAN NO.22,Kecamatan Sumur Bandung,restaurant,,,,
406,SOUTH GARDEN,JL. GUDANG SELATAN NO.88,Kecamatan Sumur Bandung,restaurant,,,,
407,SUNDAY BOWL CEREAL CLUB,JL. KEMUNING NO.8,Kecamatan Sumur Bandung,restaurant,,,,
408,AYAKABE HOUSE OF WARAU,JL. GUDANG SELATAN,Kecamatan Sumur Bandung,restaurant,,,,
409,VAN HENGEL CATERING,JL. BELITUNG NO.3,Kecamatan Sumur Bandung,restaurant,,,,
410,SITE COFFEE BANDUNG,JL. KALIMANTAN NO.1,Kecamatan Sumur Bandung,restaurant,,,,
411,DORI ID ASIA AFRIKA,JL. ASIA AFRIKA NO.129,Kecamatan Sumur Bandung,restaurant,,,,
412,BEEF BULGOGI CHICKEN GALBI,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",Kecamatan Sumur Bandung,restaurant,,,,
413,ROEMAH LEGIT,JL. EMBONG NO.15,Kecamatan Sumur Bandung,restaurant,,,,
414,AYAM GEPREK REMPAH NARIPAN,JL. NARIPAN NO.34,Kecamatan Sumur Bandung,restaurant,,,,
415,MEATSOLOGIST STEAK HALL,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI LANTAI 2",Kecamatan Sumur Bandung,restaurant,,,,
416,28 KOPI,JL. VETERAN NO.28,Kecamatan Sumur Bandung,restaurant,,,,
417,PIZZA RIVERSIDE,JL. VETERAN NO.37,Kecamatan Sumur Bandung,restaurant,,,,
418,SOP BUNTUT SAPI HJ. INE,"JL. A. YANI NO.29B, RT.001/RW.002",Kecamatan Sumur Bandung,restaurant,,,,
419,SATE BANG ROHIM NARIPAN,JL. NARIPAN NO.57-61,Kecamatan Sumur Bandung,restaurant,,,,
420,KITCHEN HUB,JL. SUNDA NO.69,Kecamatan Sumur Bandung,restaurant,,,,
421,SOONYOTO,PS. KOSAMBI,Kecamatan Sumur Bandung,restaurant,,,,
422,NATUNA SEAFOOD,JL. NATUNA NO.7,Kecamatan Sumur Bandung,restaurant,,,,
423,ANEKA 38 SEAFOOD BANDUNG,JL. SUMATERA NO.18,Kecamatan Sumur Bandung,restaurant,,,,
424,GLUTEN FREE COOKIES NOII'S KITCHEN,JL. EMBONG NO.16,Kecamatan Sumur Bandung,restaurant,,,,
425,BATAGOR KINGSLEY,JL. VETERAN NO.25,Kecamatan Sumur Bandung,restaurant,,,,
426,ACUS DAPUR NUSANTARA,"RUKO ITC KOSAMBI, JL. BARANANG SIANG NO.12 BLOK G",Kecamatan Sumur Bandung,restaurant,,,,
427,WARTEG IBU BROTO,"3JM9+2M3, ALUN ALUN BELAKANG JIWASRAYA",Kecamatan Sumur Bandung,restaurant,,,,
428,WARUNG NASI BU CUCU,"3JJ9+FQW, JL. BARANANG SIANG",Kecamatan Sumur Bandung,restaurant,,,,
429,NASI GORENG KAMBING PUTRA BANYUMAS,"ITC KOSAMBI, DPAN, JL. BARANANG SIANG",Kecamatan Sumur Bandung,restaurant,,,,
430,MIE BASO CEKER LESGAR,"PS. KOSAMBI, DEPAN, JL. BARANANG SIANG NO.1",Kecamatan Sumur Bandung,restaurant,,,,
431,MIE BASO SAPI MANG EMAN,JL. BARANANG SIANG NO.4,Kecamatan Sumur Bandung,restaurant,,,,
432,MIE BASO CAMPUR BUNGSU,JL. VETERAN NO.46,Kecamatan Sumur Bandung,restaurant,,,,
433,BAKSO KUMKUM,JL. SURAREJA,Kecamatan Sumur Bandung,restaurant,,,,
434,WARUNG BI EEM,JL. PANAITAN NO.22,Kecamatan Sumur Bandung,restaurant,,,,
